cui,name
O69.3,Komplikationen bei Wehen und Entbindung durch zu kurze Nabelschnur
O69.4,Komplikationen bei Wehen und Entbindung durch Vasa praevia
O69.5,Komplikationen bei Wehen und Entbindung durch Gefäßverletzung der Nabelschnur
O69.8,Komplikationen bei Wehen und Entbindung durch sonstige Nabelschnurkomplikationen
O69.9,"Komplikation bei Wehen und Entbindung durch Nabelschnurkomplikation, nicht näher bezeichnet"
O70,Dammriss unter der Geburt
O70.0,Dammriss 1. Grades unter der Geburt
O70.1,Dammriss 2. Grades unter der Geburt
O70.2,Dammriss 3. Grades unter der Geburt
O70.3,Dammriss 4. Grades unter der Geburt
O70.9,"Dammriss unter der Geburt, nicht näher bezeichnet"
O71,Sonstige Verletzungen unter der Geburt
O71.0,Uterusruptur vor Wehenbeginn
O71.1,Uterusruptur während der Geburt
O71.2,"Inversio uteri, postpartal"
O71.3,Zervixriss unter der Geburt
O71.4,Hoher Scheidenriss unter der Geburt
O71.5,Sonstige Verletzung von Beckenorganen unter der Geburt
O71.6,Schädigung von Beckengelenken und -bändern unter der Geburt
O71.7,Beckenhämatom unter der Geburt
O71.8,Sonstige näher bezeichnete Verletzungen unter der Geburt
O71.9,"Verletzung unter der Geburt, nicht näher bezeichnet"
O72,Postpartale Blutung
O72.0,Blutung in der Nachgeburtsperiode
O72.1,Sonstige unmittelbar postpartal auftretende Blutung
O72.2,Spätblutung und späte Nachgeburtsblutung
O72.3,Postpartale Gerinnungsstörungen
O73,Retention der Plazenta und der Eihäute ohne Blutung
O73.0,Retention der Plazenta ohne Blutung
O73.1,Retention von Plazenta- oder Eihautresten ohne Blutung
O74,Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung
O74.0,Aspirationspneumonie durch Anästhesie während der Wehentätigkeit und bei der Entbindung
O74.1,Sonstige pulmonale Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung
O74.2,Kardiale Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung
O74.3,Komplikationen des Zentralnervensystems bei Anästhesie während der Wehentätigkeit und bei der Entbindung
O74.4,Toxische Reaktion auf Lokalanästhesie während der Wehentätigkeit und bei der Entbindung
O74.5,Kopfschmerzen nach Spinal- oder Periduralanästhesie während der Wehentätigkeit und bei der Entbindung
O74.6,Sonstige Komplikationen bei Spinal- oder Periduralanästhesie während der Wehentätigkeit und bei der Entbindung
O74.7,Misslingen oder Schwierigkeiten bei der Intubation während der Wehentätigkeit und bei der Entbindung
O74.8,Sonstige Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung
O74.9,"Komplikation bei Anästhesie während der Wehentätigkeit und bei der Entbindung, nicht näher bezeichnet"
O75,"Sonstige Komplikationen bei Wehentätigkeit und Entbindung, anderenorts nicht klassifiziert"
O75.0,Mütterlicher Gefahrenzustand während der Wehentätigkeit und bei der Entbindung
O75.1,Schock während oder nach Wehentätigkeit und Entbindung
O75.2,"Fieber unter der Geburt, anderenorts nicht klassifiziert"
O75.3,Sonstige Infektion unter der Geburt
O75.4,Sonstige Komplikationen bei geburtshilflichen Operationen und Maßnahmen
O75.5,Protrahierte Geburt nach Blasensprengung
O75.6,Protrahierte Geburt nach spontanem oder nicht näher bezeichnetem Blasensprung
O75.7,Vaginale Entbindung nach vorangegangener Schnittentbindung
O75.8,Sonstige näher bezeichnete Komplikationen bei Wehentätigkeit und Entbindung
O75.9,"Komplikation bei Wehentätigkeit und Entbindung, nicht näher bezeichnet"
O80-O82,Entbindung
O80,Spontangeburt eines Einlings
O81,Geburt eines Einlings durch Zangen- oder Vakuumextraktion
O82,Geburt eines Einlings durch Schnittentbindung [Sectio caesarea]
O85-O92,"Komplikationen, die vorwiegend im Wochenbett auftreten"
O85,Puerperalfieber
O86,Sonstige Wochenbettinfektionen
O86.0,Infektion der Wunde nach operativem geburtshilflichem Eingriff
O86.1,Sonstige Infektion des Genitaltraktes nach Entbindung
O86.2,Infektion des Harntraktes nach Entbindung
O86.3,Sonstige Infektionen des Urogenitaltraktes nach Entbindung
O86.4,Fieber unbekannten Ursprungs nach Entbindung
O86.8,Sonstige näher bezeichnete Wochenbettinfektionen
O87,Venenkrankheiten und Hämorrhoiden als Komplikationen im Wochenbett
O87.0,Oberflächliche Thrombophlebitis im Wochenbett
O87.1,Tiefe Venenthrombose im Wochenbett
O87.2,Hämorrhoiden im Wochenbett
O87.3,Hirnvenenthrombose im Wochenbett
O87.8,Sonstige Venenkrankheiten als Komplikation im Wochenbett
O87.9,"Venenkrankheit als Komplikation im Wochenbett, nicht näher bezeichnet"
O88,Embolie während der Gestationsperiode
O88.0,Luftembolie während der Gestationsperiode
O88.1,Fruchtwasserembolie
O88.2,Thromboembolie während der Gestationsperiode
O88.20,Lungenembolie während der Gestationsperiode
O88.28,Sonstige Thromboembolie während der Gestationsperiode
O88.3,Pyämische und septische Embolie während der Gestationsperiode
O88.8,Sonstige Embolie während der Gestationsperiode
O89,Komplikationen bei Anästhesie im Wochenbett
O89.0,Pulmonale Komplikationen bei Anästhesie im Wochenbett
O89.1,Kardiale Komplikationen bei Anästhesie im Wochenbett
O89.2,Komplikationen des Zentralnervensystems bei Anästhesie im Wochenbett
O89.3,Toxische Reaktion auf Lokalanästhesie im Wochenbett
O89.4,Kopfschmerzen nach Spinal- oder Periduralanästhesie im Wochenbett
O89.5,Sonstige Komplikationen nach Spinal- oder Periduralanästhesie im Wochenbett
O89.6,Misslingen oder Schwierigkeiten bei der Intubation im Wochenbett
O89.8,Sonstige Komplikationen bei Anästhesie im Wochenbett
O89.9,"Komplikation bei Anästhesie im Wochenbett, nicht näher bezeichnet"
O90,"Wochenbettkomplikationen, anderenorts nicht klassifiziert"
O90.0,Dehiszenz einer Schnittentbindungswunde
O90.1,Dehiszenz einer geburtshilflichen Dammwunde
O90.2,Hämatom einer geburtshilflichen Wunde
O90.3,Kardiomyopathie im Wochenbett
O90.4,Postpartales akutes Nierenversagen
O90.5,Postpartale Thyreoiditis
O90.8,"Sonstige Wochenbettkomplikationen, anderenorts nicht klassifiziert"
O90.9,"Wochenbettkomplikation, nicht näher bezeichnet"
O91,Infektionen der Mamma [Brustdrüse] im Zusammenhang mit der Gestation
O91.0,Infektion der Brustwarze im Zusammenhang mit der Gestation
O91.1,Abszess der Mamma im Zusammenhang mit der Gestation
O91.2,Nichteitrige Mastitis im Zusammenhang mit der Gestation
O92,Sonstige Krankheiten der Mamma [Brustdrüse] im Zusammenhang mit der Gestation und Laktationsstörungen
O92.0,Hohlwarze im Zusammenhang mit der Gestation
O92.1,Rhagade der Brustwarze im Zusammenhang mit der Gestation
O92.2,Sonstige und nicht näher bezeichnete Krankheiten der Mamma im Zusammenhang mit der Gestation
O92.3,Agalaktie
O92.4,Hypogalaktie
O92.5,Hemmung der Laktation
O92.6,Galaktorrhoe
O92.7,Sonstige und nicht näher bezeichnete Laktationsstörungen
O94-O99,"Sonstige Krankheitszustände während der Gestationsperiode, die anderenorts nicht klassifiziert sind"
O94,"Folgen von Komplikationen während Schwangerschaft, Geburt und Wochenbett"
O95,Sterbefall während der Gestationsperiode nicht näher bezeichneter Ursache
O96,Tod infolge jeder gestationsbedingten Ursache nach mehr als 42 Tagen bis unter einem Jahr nach der Entbindung
O96.0,Tod infolge direkt gestationsbedingter Ursachen nach mehr als 42 Tagen bis unter einem Jahr nach der Entbindung
O96.1,Tod infolge indirekt gestationsbedingter Ursachen nach mehr als 42 Tagen bis unter einem Jahr nach der Entbindung
O96.9,Tod infolge nicht näher bezeichneter gestationsbedingter Ursachen nach mehr als 42 Tagen bis unter einem Jahr nach der Entbindung
O97,Tod an den Folgen gestationsbedingter Ursachen
O97.0,Tod an den Folgen direkt gestationsbedingter Ursachen
O97.1,Tod an den Folgen indirekt gestationsbedingter Ursachen
O97.9,Tod an den Folgen nicht näher bezeichneter gestationsbedingter Ursachen
O98,"Infektiöse und parasitäre Krankheiten der Mutter, die anderenorts klassifizierbar sind, die jedoch Schwangerschaft, Geburt und Wochenbett komplizieren"
O98.0,"Tuberkulose, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O98.1,"Syphilis, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O98.2,"Gonorrhoe, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O98.3,"Sonstige Infektionen, hauptsächlich durch Geschlechtsverkehr übertragen, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O98.4,"Virushepatitis, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O98.5,"Sonstige Viruskrankheiten, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O98.6,"Protozoenkrankheiten, die Schwangerschaft, Geburt oder Wochenbett komplizieren"
O98.7,"HIV-Krankheit [Humane Immundefizienz-Viruskrankheit], die Schwangerschaft, Geburt und Wochenbett kompliziert"
O98.8,"Sonstige infektiöse und parasitäre Krankheiten der Mutter, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O98.9,"Nicht näher bezeichnete infektiöse oder parasitäre Krankheit der Mutter, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O99,"Sonstige Krankheiten der Mutter, die anderenorts klassifizierbar sind, die jedoch Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.0,"Anämie, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O99.1,"Sonstige Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.2,"Endokrine, Ernährungs- und Stoffwechselkrankheiten, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.3,"Psychische Krankheiten sowie Krankheiten des Nervensystems, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.4,"Krankheiten des Kreislaufsystems, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.5,"Krankheiten des Atmungssystems, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.6,"Krankheiten des Verdauungssystems, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.7,"Krankheiten der Haut und des Unterhautgewebes, die Schwangerschaft, Geburt und Wochenbett komplizieren"
O99.8,"Sonstige näher bezeichnete Krankheiten und Zustände, die Schwangerschaft, Geburt und Wochenbett komplizieren"
XVI,"Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben"
P00-P04,"Schädigung des Fetus und Neugeborenen durch mütterliche Faktoren und durch Komplikationen bei Schwangerschaft, Wehentätigkeit und Entbindung"
P00,"Schädigung des Fetus und Neugeborenen durch Zustände der Mutter, die zur vorliegenden Schwangerschaft keine Beziehung haben müssen"
P00.0,Schädigung des Fetus und Neugeborenen durch hypertensive Krankheiten der Mutter
P00.1,Schädigung des Fetus und Neugeborenen durch Nieren- und Harnwegskrankheiten der Mutter
P00.2,Schädigung des Fetus und Neugeborenen durch infektiöse und parasitäre Krankheiten der Mutter
P00.3,Schädigung des Fetus und Neugeborenen durch sonstige Kreislauf- und Atemwegskrankheiten der Mutter
P00.4,Schädigung des Fetus und Neugeborenen durch Ernährungsstörung der Mutter
P00.5,Schädigung des Fetus und Neugeborenen durch Verletzung der Mutter
P00.6,Schädigung des Fetus und Neugeborenen durch chirurgischen Eingriff bei der Mutter
P00.7,"Schädigung des Fetus und Neugeborenen durch sonstige medizinische Maßnahmen bei der Mutter, anderenorts nicht klassifiziert"
P00.8,Schädigung des Fetus und Neugeborenen durch sonstige Zustände der Mutter
P00.9,Schädigung des Fetus und Neugeborenen durch nicht näher bezeichneten Zustand der Mutter
P01,Schädigung des Fetus und Neugeborenen durch mütterliche Schwangerschaftskomplikationen
P01.0,Schädigung des Fetus und Neugeborenen durch Zervixinsuffizienz
P01.1,Schädigung des Fetus und Neugeborenen durch vorzeitigen Blasensprung
P01.2,Schädigung des Fetus und Neugeborenen durch Oligohydramnion
P01.3,Schädigung des Fetus und Neugeborenen durch Polyhydramnion
P01.4,Schädigung des Fetus und Neugeborenen bei Extrauteringravidität
P01.5,Schädigung des Fetus und Neugeborenen bei Mehrlingsschwangerschaft
P01.6,Schädigung des Fetus und Neugeborenen durch Tod der Mutter
P01.7,Schädigung des Fetus und Neugeborenen durch Lageanomalie vor Wehenbeginn
P01.8,Schädigung des Fetus und Neugeborenen durch sonstige mütterliche Schwangerschaftskomplikationen
P01.9,"Schädigung des Fetus und Neugeborenen durch mütterliche Schwangerschaftskomplikation, nicht näher bezeichnet"
P02,"Schädigung des Fetus und Neugeborenen durch Komplikationen von Plazenta, Nabelschnur und Eihäuten"
P02.0,Schädigung des Fetus und Neugeborenen durch Placenta praevia
P02.1,Schädigung des Fetus und Neugeborenen durch sonstige Formen der Plazentalösung und -blutung
P02.2,Schädigung des Fetus und Neugeborenen durch sonstige und nicht näher bezeichnete morphologische und funktionelle Plazentaanomalien
P02.3,Schädigung des Fetus und Neugeborenen durch transplazentare Transfusionssyndrome
P02.4,Schädigung des Fetus und Neugeborenen durch Nabelschnurvorfall
P02.5,Schädigung des Fetus und Neugeborenen durch sonstige Formen der Nabelschnurkompression
P02.6,Schädigung des Fetus und Neugeborenen durch sonstige und nicht näher bezeichnete Zustände der Nabelschnur
P02.7,Schädigung des Fetus und Neugeborenen durch Chorioamnionitis
P02.8,Schädigung des Fetus und Neugeborenen durch sonstige Anomalien der Eihäute
P02.9,"Schädigung des Fetus und Neugeborenen durch Anomalie der Eihäute, nicht näher bezeichnet"
P03,Schädigung des Fetus und Neugeborenen durch sonstige Komplikationen bei Wehen und Entbindung
P03.0,Schädigung des Fetus und Neugeborenen durch Entbindung und Extraktion aus Beckenendlage
P03.1,"Schädigung des Fetus und Neugeborenen durch sonstige Lage-, Haltungs- und Einstellungsanomalien sowie Missverhältnis während Wehen und Entbindung"
P03.2,Schädigung des Fetus und Neugeborenen durch Zangenentbindung
P03.3,Schädigung des Fetus und Neugeborenen durch Entbindung mittels Vakuumextraktors [Saugglocke]
P03.4,Schädigung des Fetus und Neugeborenen durch Schnittentbindung
P03.5,Schädigung des Fetus und Neugeborenen durch überstürzte Geburt
P03.6,Schädigung des Fetus und Neugeborenen durch abnorme Uteruskontraktionen
P03.8,Schädigung des Fetus und Neugeborenen durch sonstige näher bezeichnete Komplikationen bei Wehen und Entbindung
P03.9,"Schädigung des Fetus und Neugeborenen durch Komplikation bei Wehen und Entbindung, nicht näher bezeichnet"
P04,"Schädigung des Fetus und Neugeborenen durch Noxen, die transplazentar oder mit der Muttermilch übertragen werden"
P04.0,"Schädigung des Fetus und Neugeborenen durch Anästhesie und Analgesie bei der Mutter während Schwangerschaft, Wehen und Entbindung"
P04.1,Schädigung des Fetus und Neugeborenen durch sonstige Medikation bei der Mutter
P04.2,Schädigung des Fetus und Neugeborenen durch Tabakkonsum der Mutter
P04.3,Schädigung des Fetus und Neugeborenen durch Alkoholkonsum der Mutter
P04.4,Schädigung des Fetus und Neugeborenen durch Einnahme von abhängigkeitserzeugenden Arzneimitteln oder Drogen durch die Mutter
P04.5,"Schädigung des Fetus und Neugeborenen durch chemische Substanzen, die mit der Nahrung der Mutter aufgenommen wurden"
P04.6,Schädigung des Fetus und Neugeborenen durch Exposition der Mutter gegenüber chemischen Substanzen aus der Umwelt
P04.8,"Schädigungen des Fetus und Neugeborenen durch sonstige Noxen, von der Mutter übertragen"
P04.9,"Schädigung des Fetus und Neugeborenen durch nicht näher bezeichnete Noxen, von der Mutter übertragen"
P05-P08,Störungen im Zusammenhang mit der Schwangerschaftsdauer und dem fetalen Wachstum
P05,Intrauterine Mangelentwicklung und fetale Mangelernährung
P05.0,Für das Gestationsalter zu leichte Neugeborene
P05.1,Für das Gestationsalter zu kleine Neugeborene
P05.2,Fetale Mangelernährung des Neugeborenen ohne Angabe von zu leicht oder zu klein für das Gestationsalter [light or small for gestational age]
P05.9,"Intrauterine Mangelentwicklung, nicht näher bezeichnet"
P07,"Störungen im Zusammenhang mit kurzer Schwangerschaftsdauer und niedrigem Geburtsgewicht, anderenorts nicht klassifiziert"
P07.0,Neugeborenes mit extrem niedrigem Geburtsgewicht
P07.00,Neugeborenes: Geburtsgewicht unter 500 Gramm
P07.01,Neugeborenes: Geburtsgewicht 500 bis unter 750 Gramm
P07.02,Neugeborenes: Geburtsgewicht 750 bis unter 1000 Gramm
P07.1,Neugeborenes mit sonstigem niedrigem Geburtsgewicht
P07.10,Neugeborenes: Geburtsgewicht 1000 bis unter 1250 Gramm
P07.11,Neugeborenes: Geburtsgewicht 1250 bis unter 1500 Gramm
P07.12,Neugeborenes: Geburtsgewicht 1500 bis unter 2500 Gramm
P07.2,Neugeborenes mit extremer Unreife
P07.3,Sonstige vor dem Termin Geborene
P08,Störungen im Zusammenhang mit langer Schwangerschaftsdauer und hohem Geburtsgewicht
P08.0,Übergewichtige Neugeborene
P08.1,Sonstige für das Gestationsalter zu schwere Neugeborene
P08.2,"Nach dem Termin Geborenes, nicht zu schwer für das Gestationsalter"
P10-P15,Geburtstrauma
P10,Intrakranielle Verletzung und Blutung durch Geburtsverletzung
P10.0,Subdurale Blutung durch Geburtsverletzung
P10.1,Zerebrale Blutung durch Geburtsverletzung
P10.2,Intraventrikuläre Blutung durch Geburtsverletzung
P10.3,Subarachnoidale Blutung durch Geburtsverletzung
P10.4,Tentoriumriss durch Geburtsverletzung
P10.8,Sonstige intrakranielle Verletzungen und Blutungen durch Geburtsverletzung
P10.9,Nicht näher bezeichnete intrakranielle Verletzung und Blutung durch Geburtsverletzung
P11,Sonstige Geburtsverletzungen des Zentralnervensystems
P11.0,Hirnödem durch Geburtsverletzung
P11.1,Sonstige näher bezeichnete Hirnschädigung durch Geburtsverletzung
P11.2,Nicht näher bezeichnete Hirnschädigung durch Geburtsverletzung
P11.3,Geburtsverletzung des N. facialis [VII. Hirnnerv]
P11.4,Geburtsverletzung sonstiger Hirnnerven
P11.5,Geburtsverletzung der Wirbelsäule und des Rückenmarkes
P11.50,Geburtsverletzung der Wirbelsäule und des Rückenmarkes: Mit akuter Querschnittlähmung
P11.51,Geburtsverletzung der Wirbelsäule und des Rückenmarkes: Mit chronischer Querschnittlähmung
P11.59,Geburtsverletzung der Wirbelsäule und des Rückenmarkes: Nicht näher bezeichnet
P11.9,"Geburtsverletzung des Zentralnervensystems, nicht näher bezeichnet"
P12,Geburtsverletzung der behaarten Kopfhaut
P12.0,Kephalhämatom durch Geburtsverletzung
P12.1,Geburtsgeschwulst durch Geburtsverletzung
P12.2,Epikranielle subaponeurotische Blutung durch Geburtsverletzung
P12.3,Quetschwunde der behaarten Kopfhaut durch Geburtsverletzung
